"@timestamp",message,"kubernetes.pod.name"
"Feb 23, 2024 @ 10:49:01.432","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 99","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.426","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 94","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.421","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 89","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.416","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 84","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.411","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 79","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.406","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 74","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.401","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 69","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.396","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 64","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.388","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 56","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.383","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 51","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.378","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 45","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.372","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 40","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.367","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 35","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.362","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 30","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.357","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 25","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.352","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 20","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.344","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 12","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:01.339","2024-02-23 09:49:01 INFO  Consumer:82 -  latency is 7","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.444","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 113","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.439","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 108","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.434","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 103","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.429","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 98","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.424","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 92","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.419","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 87","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.413","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 82","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.408","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 77","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.403","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 72","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.398","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 67","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.393","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 62","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.388","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 57","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.383","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 52","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.378","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 46","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.372","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 41","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.367","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 36","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.360","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 28","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.354","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 23","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.349","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 18","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.344","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 13","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:49:00.339","2024-02-23 09:49:00 INFO  Consumer:82 -  latency is 8","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.459","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 128","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.454","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 123","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.449","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 118","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.440","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 109","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.435","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 104","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.430","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 99","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.425","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 94","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.420","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 89","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.415","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 83","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.409","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 78","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.404","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 73","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.399","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 68","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.394","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 63","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.389","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 58","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.384","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 53","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.379","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 47","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.374","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 42","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.368","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 37","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.363","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 32","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.354","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 23","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.349","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 18","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.344","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 13","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:59.339","2024-02-23 09:48:59 INFO  Consumer:82 -  latency is 7","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.470","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 138","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.465","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 133","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.459","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 128","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.454","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 123","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.449","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 118","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.444","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 113","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.439","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 108","latency-74975dc98-rrw6b"
"Feb 23, 2024 @ 10:48:58.434","2024-02-23 09:48:58 INFO  Consumer:82 -  latency is 103","latency-74975dc98-rrw6b"
